alert,rule,file,initial_line,disposition,dismissal_reason,rationale,evidence
https://github.com/Brumbelow/layerleak/security/code-scanning/1292,Lizard_file-nloc-medium,internal/jobs/scan.go,1,dismissal,won't fix,"internal/jobs/scan.go: accepted file length debt. The file is the job layer joining single-reference and all-tags modes to common result/progress aggregation. It delegates image internals to scanner and network details to registry. Keeping its mode-specific orchestration with shared completion/error helpers is reasonable; a file split would not reduce shared-counter complexity. Existing repository tests cover digest grouping, partial failures and cross-target finding budgets.",internal/jobs/scan.go:scanSingleReference; internal/jobs/scan.go:scanRepository; internal/jobs/scan.go:finalizeResult; internal/jobs/scan_test.go:TestScanRepositoryEnumeratesTagsAndDeduplicatesDigests; internal/jobs/scan_test.go:TestScanRepositoryAppliesMaxFindingsAcrossTargets
https://github.com/Brumbelow/layerleak/security/code-scanning/1293,Lizard_nloc-medium,internal/jobs/scan.go,195,dismissal,won't fix,"scanSingleReference: accepted function length debt. The length is largely explicit scanner-to-job result mapping. The remaining branches distinguish completed, partial and failed targets and preserve fatal/limit errors before finalization. Keeping these counters and status/error decisions together avoids obscuring partial-result semantics. Existing CLI single-reference and partial-limit tests exercise this jobs path; the repository sweep has a separate routine.",internal/jobs/scan.go:scanSingleReference; internal/jobs/scan.go:scanTarget; internal/cli/scan_test.go:TestScanCommandBareReferenceDefaultsToLatestWithoutTagEnumeration; internal/cli/scan_test.go:TestScanCommandWritesPartialResultsOnConfiguredLimitError
https://github.com/Brumbelow/layerleak/security/code-scanning/1294,Lizard_nloc-medium,internal/jobs/scan.go,274,dismissal,won't fix,"scanRepository: accepted function length debt. The routine owns tag enumeration/resolution, digest grouping, target order and shared scan budgets, then aggregates partial results while preserving fatal/limit errors. Keeping the shared counters and early exits visible is reasonable; scanTarget and finalization already isolate lower-level work. Existing jobs tests cover digest deduplication, completed-target preservation on limits and raw/finding budgets across targets.",internal/jobs/scan.go:scanRepository; internal/jobs/scan.go:scanTarget; internal/jobs/scan_test.go:TestScanRepositoryEnumeratesTagsAndDeduplicatesDigests; internal/jobs/scan_test.go:TestScanRepositoryAbortsOnLimitErrorAndPreservesCompletedTargets; internal/jobs/scan_test.go:TestScanRepositoryAppliesRawFindingByteLimitAcrossTargets
https://github.com/Brumbelow/layerleak/security/code-scanning/1295,Lizard_nloc-medium,internal/detectors/structured.go,110,dismissal,won't fix,"awsSharedCredentialsDetector.Scan: accepted function length debt. The routine keeps profile-level secret presence separate from per-key validation/confidence and deterministic match ordering. Access IDs, secret keys and session tokens have different validators and labels, so keeping their explicit cases together makes those differences visible. Existing paired/unpaired profile tests check confidence and structured-match deduplication. Preserve this dispatch while handling the separate parseINIKeyValue span issue under alert 1220.",internal/detectors/structured.go:awsSharedCredentialsDetector.Scan; internal/detectors/structured.go:parseAWSSharedCredentialsEntries; internal/detectors/detectors_test.go:TestAWSSharedCredentialsDetectorPromotesPairedProfile; internal/detectors/detectors_test.go:TestAWSSharedCredentialsDetectorKeepsUnpairedAccessKeyMedium
https://github.com/Brumbelow/layerleak/security/code-scanning/1297,Lizard_nloc-medium,internal/config/config.go,64,dismissal,won't fix,"config.Load: accepted function length debt. Length and branches arise from explicit typed environment-name/default/field mappings plus immediate parse errors. Numeric, duration, boolean and host parsing are already helpers; retaining typed assignments makes positive versus zero-disable limits and the idle/open pool relationship visible. Existing default, zero-resource-limit, invalid-value and pool-relation tests cover those distinctions. Avoid replacing this mapping with reflection or a generic untyped loader merely to reduce metrics.",internal/config/config.go:Load; internal/config/config_test.go:TestLoadDefaults; internal/config/config_test.go:TestLoadAllowsZeroResourceLimits; internal/config/config_test.go:TestLoadRejectsIdleConnectionsAboveOpenConnections
https://github.com/Brumbelow/layerleak/security/code-scanning/1298,Lizard_file-nloc-medium,internal/scanner/scan_test.go,1,dismissal,won't fix,"Accepting the scanner suite's file size. Tests are already separated into multi-platform scanning, artifact eligibility, limit/error preservation, context deadlines, finding budgets and provenance handling. The multi-platform fixture and budget tests need common descriptor/layer helpers, while named tests distinguish each boundary. Splitting the file solely for NLOC would not simplify the contracts being exercised.",internal/scanner/scan_test.go:TestScanMultiArchImage; internal/scanner/scan_test.go:TestScanPreservesBlobDeadlineWhenParentContextIsLive; internal/scanner/scan_test.go:TestDetectionBudgetBoundsRawFindingRetention
https://github.com/Brumbelow/layerleak/security/code-scanning/1299,Lizard_nloc-medium,internal/scanner/scan_test.go,29,dismissal,won't fix,"Accepting this multi-architecture scenario's length. The fixture includes amd64/arm64 configs and layers, overwritten/deleted files and an attestation descriptor. It checks the manifest-count limit, two completed image manifests, metadata/final/deleted-file source categories, retained raw detail and final progress totals. Keeping the combined image and cross-component assertions visible is useful integration coverage.",internal/scanner/scan_test.go:TestScanMultiArchImage
https://github.com/Brumbelow/layerleak/security/code-scanning/1300,Lizard_nloc-medium,internal/scanner/scan_test.go,640,dismissal,won't fix,"Accepting this timeout scenario's length. A two-platform image completes the first manifest; the second layer waits for its request context to expire with BlobTimeout=10ms. Assertions require DeadlineExceeded while the parent remains live, plus one completed/one failed manifest and a failed platform result. The explicit fixture and context checks establish which deadline owns the failure.",internal/scanner/scan_test.go:TestScanPreservesBlobDeadlineWhenParentContextIsLive
https://github.com/Brumbelow/layerleak/security/code-scanning/1301,Lizard_file-nloc-medium,internal/registry/client_test.go,1,dismissal,won't fix,"Accepting the registry-client test file's size. Its named scenarios include bearer-auth exchange, body timeout ownership, paginated tag deduplication/partial results, retry limits and bounded token caching. Pagination tests preserve the first page on a second-page limit, while cache tests check counters and no authentication request after saturation. Local transport/response fixtures keep these protocol contracts inspectable.",internal/registry/client_test.go:TestListTagsFollowsPagination; internal/registry/client_test.go:TestListTagsReturnsPartialTagsWhenTagResponseLimitExceededMidPagination; internal/registry/client_test.go:TestClientFailsClosedWhenTokenCacheEntryLimitIsReached
https://github.com/Brumbelow/layerleak/security/code-scanning/1302,Lizard_nloc-medium,internal/scanservice/record.go,16,dismissal,won't fix,"BuildScanRecord: accepted function length debt. Most length is explicit public-result-to-storage field mapping plus target/manifest provenance assembly. RedactedResult is applied before serializing the snapshot, while detailed findings retain their separately controlled path. Keeping these adjacent makes the serialization boundary and requested/root/manifest digest fallback visible. TestBuildScanRecordSanitizesErrorsAndPersistsPartialStatus asserts sanitized errors, partial relational status and no mutation of the source result.",internal/scanservice/record.go:BuildScanRecord; internal/scanservice/record.go:RedactedResult; internal/scanservice/record_test.go:TestBuildScanRecordSanitizesErrorsAndPersistsPartialStatus
https://github.com/Brumbelow/layerleak/security/code-scanning/1303,Lizard_file-nloc-medium,internal/detectors/detectors.go,1,dismissal,won't fix,"internal/detectors/detectors.go: accepted file length debt. The file combines the default declarative rule catalog with generic regex/key/path adapters and shared validators; structured credential parsers already reside in structured.go. Keeping registrations with their reusable matching policy is reasonable. Existing tests cover path gating, context/entropy filtering and overlapping-rule deduplication. Moving registrations to another file would reduce this metric without simplifying rule behavior.",internal/detectors/detectors.go:Default; internal/detectors/detectors.go:Set.Scan; internal/detectors/detectors_test.go:TestFileSpecificDetectorsRequireExpectedPath; internal/detectors/detectors_test.go:TestDefaultSetDeduplicatesOverlappingGithubDetectors
https://github.com/Brumbelow/layerleak/security/code-scanning/1304,Lizard_nloc-medium,internal/detectors/detectors.go,56,dismissal,won't fix,"detectors.Default: accepted function length debt. This is a declarative list of detector constructors, regexes, capture groups, confidence and validators; most reported length is the rule catalog, not branching orchestration. Keeping each rule specification together makes changes and exact token shapes reviewable. Constructors and structured detectors already live behind helpers/types. Existing native-rule and exact-shape tests exercise the catalog; retain the single default registration list.",internal/detectors/detectors.go:Default; internal/detectors/detectors_test.go:TestDefaultSetContainsOnlyNativeRules; internal/detectors/detectors_test.go:TestSelfIdentifyingTokenRulesRequireExactShapes
https://github.com/Brumbelow/layerleak/security/code-scanning/1305,Lizard_file-nloc-medium,internal/findings/findings_test.go,1,dismissal,won't fix,"Accepting this normalization suite's file size. Tests separately cover redaction, fingerprints, line numbers, suppression, distinct source/detector/platform/layer identity, delimiter-bearing provenance, adjacent secrets and bounded UTF-8 metadata. The many-match fixture also supports a prepared-index benchmark. These are cohesive checks of public versus detailed finding representation with shared fixtures.",internal/findings/findings_test.go:TestDeduplicateDetailedPreservesDistinctPlatformAndLayerProvenance; internal/findings/findings_test.go:TestNormalizeDetailedWithMatchesRedactsAdjacentSecrets; internal/findings/findings_test.go:TestDetailedNormalizerBoundsLargeMetadataProvenanceWithManyMatches
https://github.com/Brumbelow/layerleak/security/code-scanning/1306,Lizard_file-nloc-medium,internal/registry/client.go,1,dismissal,won't fix,"internal/registry/client.go: accepted file length debt. The file contains a single registry client with endpoint construction, pagination, bearer-token state, outbound validation and pinned transport. These private components share origin, auth/registry allowlists and response limits; request execution/cache helpers already separate operations. Keep the client policy colocated for now. Existing tests cover pagination, token refresh/body caps and transport cloning/TLS settings; this is not a claim of comprehensive security audit.",internal/registry/client.go:Client.ListTags; internal/registry/client.go:Client.doRequest; internal/registry/client.go:Client.hardenHTTPClient; internal/registry/client_test.go:TestFetchManifestRefreshesExpiredCachedToken; internal/registry/client_test.go:TestRegistryTransportRequiresTLS12
https://github.com/Brumbelow/layerleak/security/code-scanning/1307,Lizard_nloc-medium,internal/registry/client.go,265,dismissal,won't fix,"Client.ListTags: accepted function length debt. The loop manages one pagination state: seen URLs, deduplicated tags, per-page deadline/body limit, tag syntax, total tag limit and no-progress detection. Keeping those checks adjacent makes the next-page advance and retained partial tags explicit. Existing pagination tests cover cycles, no-new-tag pages and partial results on limits. Retain this bounded enumeration state machine.",internal/registry/client.go:Client.ListTags; internal/registry/client_test.go:TestListTagsFollowsPagination; internal/registry/client_test.go:TestListTagsRejectsPaginationCycle; internal/registry/client_test.go:TestListTagsReturnsPartialTagsWhenLimitExceeded
https://github.com/Brumbelow/layerleak/security/code-scanning/1308,Lizard_nloc-medium,internal/registry/client.go,347,dismissal,won't fix,"Client.doRequest: accepted function length debt. The routine owns the initial request, unauthorized challenge/body closure, validated auth realm, cached token retry and single forced refresh after a second 401. executeRequest already isolates transport retries. Keeping challenge/cache refresh transitions together avoids obscuring retry limits and response ownership. TestFetchManifestRefreshesExpiredCachedToken explicitly checks two token and two authorized requests.",internal/registry/client.go:Client.doRequest; internal/registry/client.go:Client.executeRequest; internal/registry/client_test.go:TestFetchManifestRefreshesExpiredCachedToken
https://github.com/Brumbelow/layerleak/security/code-scanning/1309,Lizard_nloc-medium,internal/registry/client.go,450,dismissal,won't fix,"Client.fetchToken: accepted function length debt. The routine ties cache admission, auth-realm query construction and revalidation, auth request context, bounded response decoding and cache insertion into one token acquisition flow. Retain those policy checks beside acquisition; extracting only error branches would hide resource and admission order. Existing tests check auth response byte limits and token refresh, while separate cache tests exercise entry/byte caps.",internal/registry/client.go:Client.fetchToken; internal/registry/client_test.go:TestClientBoundsAuthTokenResponse; internal/registry/client_test.go:TestFetchManifestRefreshesExpiredCachedToken; internal/registry/client_test.go:TestClientFailsClosedWhenTokenCacheEntryLimitIsReached
https://github.com/Brumbelow/layerleak/security/code-scanning/1310,Lizard_file-nloc-medium,internal/api/handler.go,1,dismissal,won't fix,"internal/api/handler.go: accepted file length debt. The file holds the HTTP contract: request/response shapes, endpoint handlers, shared error mapping, request IDs and response redaction. Persistence and scan execution are behind interfaces. Keeping handlers with their shared wire-format policy is reasonable; existing handler and documented-response tests exercise limits, capacity and response mapping. File length alone does not justify moving those private contract helpers.",internal/api/handler.go:NewHandlerWithOptions; internal/api/handler.go:Handler.handleScan; internal/api/handler.go:sanitizeResultJSON; internal/api/contract_test.go:TestDocumentedScanResponsesMatchHandler; internal/api/handler_test.go:TestSanitizeResultJSONRemovesNestedOperationalErrors
https://github.com/Brumbelow/layerleak/security/code-scanning/1311,Lizard_nloc-medium,internal/api/handler.go,272,dismissal,won't fix,"Handler.handleScan: accepted function length debt. The endpoint keeps media-type/body-size/single-JSON validation before reference/platform validation, scan-slot admission and deadline-bound ScanAndSave. The slot release and response/error mapping remain visibly tied to the request. Existing tests cover capacity rejection, oversize bodies and partial-result responses. Retain this request lifecycle rather than spreading validation/admission order across unrelated helpers.",internal/api/handler.go:Handler.handleScan; internal/api/handler_test.go:TestHandleScanRejectsWhenConcurrencyIsExhausted; internal/api/handler_test.go:TestHandleScanRejectsOversizeBody; internal/api/handler_test.go:TestHandleScanReturnsPartialResultOnLimitError
https://github.com/Brumbelow/layerleak/security/code-scanning/1312,Lizard_file-nloc-medium,internal/scanner/scan.go,1,dismissal,won't fix,"internal/scanner/scan.go: accepted file length debt. The file groups scan orchestration with the private detection-budget, coverage and descriptor-verification helpers it depends on; layer replay, detection and manifest parsing already occupy separate packages. Keeping these scan-specific contracts together is reasonable. Existing tests cover multi-platform outcomes, exact finding-budget boundaries, raw-byte accounting and current/legacy metadata provenance; another file split alone offers limited behavioral clarity.",internal/scanner/scan.go:Scan; internal/scanner/scan.go:detectionBudget.scan; internal/scanner/scan.go:verifyRootDocument; internal/scanner/scan_test.go:TestScanMaxFindingsStopsBeforeNextPlatformAtExactBoundary; internal/scanner/scan_test.go:TestScanMetadataKeepsCurrentAndLegacyConfigProvenanceDistinct
https://github.com/Brumbelow/layerleak/security/code-scanning/1313,Lizard_nloc-medium,internal/scanner/scan.go,138,dismissal,won't fix,"scanner.Scan: accepted function length debt. The routine owns root verification, manifest selection, the scan-wide detection budget and result/progress aggregation. Error branches deliberately preserve cancellation/integrity/limit failures while retaining completed platform results; finalizeResult is already extracted. Keeping the shared budget and completion counters visible is reasonable. TestScanMaxFindingsStopsBeforeNextPlatformAtExactBoundary checks both partial counts and that the next manifest is never requested.",internal/scanner/scan.go:Scan; internal/scanner/scan.go:finalizeResult; internal/scanner/scan_test.go:TestScanMaxFindingsStopsBeforeNextPlatformAtExactBoundary
https://github.com/Brumbelow/layerleak/security/code-scanning/1314,Lizard_nloc-medium,internal/scanner/scan.go,331,dismissal,won't fix,"scanManifestWithBudget: accepted function length debt. This is the per-manifest sequence from descriptor/config verification through metadata scanning, verified layer replay and coverage classification. The budget snapshot/delta and layer callback cleanup belong to that lifecycle; lower-level fetch/verification work is already factored. Keep the order explicit so findings and incomplete coverage survive layer failures. Existing tests check preservation of metadata on layer limits and independent blob deadlines.",internal/scanner/scan.go:scanManifestWithBudget; internal/scanner/scan.go:fetchConfigBody; internal/scanner/scan_test.go:TestScanPreservesMetadataFindingsWhenLayerLimitsExceeded; internal/scanner/scan_test.go:TestScanPreservesBlobDeadlineWhenParentContextIsLive
https://github.com/Brumbelow/layerleak/security/code-scanning/1315,Lizard_nloc-medium,internal/scanner/scan.go,546,dismissal,won't fix,"detectionBudget.scan: accepted function length debt. The method enforces cancellation, retained-finding count and raw-byte allowance around detector execution and exact-span normalization. Keeping retained/raw counters and stop flags next to each accepted match prevents divergent accounting. Existing TestDetectionBudgetBoundsRawFindingRetention checks default-off, opt-in and over-budget behavior, including retaining a redacted finding and stopping later work. Retain this single budget decision point.",internal/scanner/scan.go:detectionBudget.scan; internal/findings/findings.go:DetailedNormalizer.NormalizeWithRaw; internal/scanner/scan_test.go:TestDetectionBudgetBoundsRawFindingRetention
https://github.com/Brumbelow/layerleak/security/code-scanning/1316,Lizard_nloc-medium,internal/scanner/scan.go,681,dismissal,won't fix,"scanMetadataWithBudget: accepted function length debt. Length is primarily explicit provenance mapping for current/legacy environment values and labels, history fields and remaining config fields. Sorting env/label keys preserves deterministic budget consumption. Keeping those mappings together makes missing or conflated sources easier to spot. TestScanMetadataKeepsCurrentAndLegacyConfigProvenanceDistinct asserts six separate source locations for identical token content.",internal/scanner/scan.go:scanMetadataWithBudget; internal/manifest/document.go:ConfigFields; internal/scanner/scan_test.go:TestScanMetadataKeepsCurrentAndLegacyConfigProvenanceDistinct
https://github.com/Brumbelow/layerleak/security/code-scanning/1317,Lizard_nloc-medium,internal/scanner/scan.go,1003,dismissal,won't fix,"verifyRootDocument: accepted function length debt. The routine establishes one root identity: parse/validate document, verify media type, reconcile requested and response digest, derive a digest only when absent, then verify bytes. Its branches represent the supported identity sources and distinct integrity errors. Keep them in one auditable sequence; scanner calls it before resolving any platform, and the existing descriptor/document tests cover mismatches and invalid documents.",internal/scanner/scan.go:verifyRootDocument; internal/scanner/scan.go:Scan; internal/manifest/integrity_test.go:TestVerifyDescriptorBytesRejectsMismatches; internal/manifest/integrity_test.go:TestValidateDocumentErrorsAreIntegrityErrors
https://github.com/Brumbelow/layerleak/security/code-scanning/1318,Lizard_file-nloc-medium,internal/cli/scan_test.go,1,dismissal,won't fix,"Accepting the scan-command test file's size. Distinct named cases check JSON/progress separation, sanitized errors, partial-result exit handling, invalid scope/output flags, all-tags limits and bare-reference latest behavior. Shared command registry/manifest helpers support those contracts. The suite already has scenario boundaries; relocating them to satisfy file NLOC would add churn without improving coverage.",internal/cli/scan_test.go:TestScanCommandJSONOutputAndExitCode; internal/cli/scan_test.go:TestScanCommandWritesPartialResultsOnConfiguredLimitError; internal/cli/scan_test.go:TestScanCommandValidatesOutputAndScopeBeforeScanning; internal/cli/scan_test.go:TestScanCommandBareReferenceDefaultsToLatestWithoutTagEnumeration
https://github.com/Brumbelow/layerleak/security/code-scanning/1319,Lizard_nloc-medium,internal/cli/scan_test.go,45,dismissal,won't fix,"Accepting the CLI integration scenario's length. A mock registry supplies a finding, the command must return exit 2, stdout must parse as pure JSON, progress must appear on stderr, and persisted output must contain redacted rather than raw values. These assertions concern different outputs of one command invocation and are useful together.",internal/cli/scan_test.go:TestScanCommandJSONOutputAndExitCode
https://github.com/Brumbelow/layerleak/security/code-scanning/1320,Lizard_nloc-medium,internal/cli/scan_test.go,194,dismissal,won't fix,"Accepting the length of this CLI partial-results scenario. Two platform configs cross the 128-byte config limit; the test checks exit 1 and the limit error, saved redacted findings, then repeats with --allow-partial and expects findings exit 2. Keeping both invocations beside the same fixture clearly documents how that flag changes the result handling.",internal/cli/scan_test.go:TestScanCommandWritesPartialResultsOnConfiguredLimitError
https://github.com/Brumbelow/layerleak/security/code-scanning/1321,Lizard_nloc-medium,internal/config/config_test.go,9,dismissal,won't fix,"Accepting this explicit default-configuration inventory. The test clears environment overrides, calls Load once, then checks API binding/timeouts, registry defaults, disabled raw retention, scan/resource budgets and database settings. The expected literal values remain visible rather than being derived from implementation defaults; the length is accepted for a comprehensive default contract.",internal/config/config_test.go:TestLoadDefaults
https://github.com/Brumbelow/layerleak/security/code-scanning/1322,Lizard_nloc-medium,internal/scanservice/record_test.go,14,dismissal,won't fix,"Accepting the length of this record-conversion scenario. A single nested partial result carries a sentinel through tag, target, platform and diagnostic errors. Assertions check sanitized stored JSON/relational errors, preserved partial statuses, an unmodified input result and wrapped-error semantics. Keeping every representation of that same input adjacent makes the persistence boundary reviewable.",internal/scanservice/record_test.go:TestBuildScanRecordSanitizesErrorsAndPersistsPartialStatus
https://github.com/Brumbelow/layerleak/security/code-scanning/1323,Lizard_nloc-medium,internal/storage/read_postgres.go,62,dismissal,won't fix,"PostgresStore.ListRepositoryScans: accepted function length debt. The method contains a long explicit history SELECT, repository/registry normalization, stable scan-time/ID ordering and the standard bounded query/row lifecycle. Field decoding is already shared through scanScanRunSummary. Keep SQL and parameters adjacent; TestPostgresStoreListRepositoryScansOrdersByScannedAt checks ordering and status mapping in the existing integration suite.",internal/storage/read_postgres.go:PostgresStore.ListRepositoryScans; internal/storage/read_postgres.go:scanScanRunSummary; internal/storage/storage_integration_test.go:TestPostgresStoreListRepositoryScansOrdersByScannedAt
https://github.com/Brumbelow/layerleak/security/code-scanning/1324,Lizard_nloc-medium,internal/storage/read_postgres.go,125,dismissal,won't fix,"PostgresStore.ListRepositoryFindings: accepted function length debt. Length is dominated by the grouped SQL that counts actionable/suppressed occurrences and applies disposition filtering before stable pagination. The Go flow retains normalization, timeout and row cleanup around that query. Keep the aggregate/filter contract together; the existing integration test checks mixed dispositions, occurrence counts and detector aggregation.",internal/storage/read_postgres.go:PostgresStore.ListRepositoryFindings; internal/storage/storage_integration_test.go:TestPostgresStoreListRepositoryFindingsAggregatesAndFiltersDispositions; internal/api/handler.go:Handler.handleListRepositoryFindings
https://github.com/Brumbelow/layerleak/security/code-scanning/1325,Lizard_nloc-medium,internal/storage/read_postgres.go,186,dismissal,won't fix,"PostgresStore.GetScanRun: accepted function length debt. The SELECT and row.Scan list deliberately expose the full scan-history mapping, including partial counts and JSON snapshot, next to ErrNotFound handling. Splitting column/argument lists to satisfy a line count would reduce reviewability of this positional contract. Existing TestPostgresStoreGetScanRunLoadsRedactedSnapshot asserts ID, repository, status and valid redacted JSON.",internal/storage/read_postgres.go:PostgresStore.GetScanRun; internal/storage/storage_integration_test.go:TestPostgresStoreGetScanRunLoadsRedactedSnapshot; internal/api/handler.go:Handler.handleGetScan
https://github.com/Brumbelow/layerleak/security/code-scanning/1326,Lizard_nloc-medium,internal/storage/read_postgres.go,266,dismissal,won't fix,"PostgresStore.GetFinding: accepted function length debt. This method assembles one finding detail response from a summary query and ordered occurrence rows, retaining timeout, not-found handling, row closure and scan/iteration errors. Most length is explicit SQL and occurrence field mapping; retaining adjacency makes provenance column order reviewable. TestPostgresStoreGetFindingLoadsOccurrenceDetail exercises two occurrences and their snippet/source-location fields in the existing integration suite.",internal/storage/read_postgres.go:PostgresStore.GetFinding; internal/storage/storage_integration_test.go:TestPostgresStoreGetFindingLoadsOccurrenceDetail; internal/api/handler.go:Handler.handleGetFinding
https://github.com/Brumbelow/layerleak/security/code-scanning/1327,Lizard_file-nloc-medium,internal/findings/findings.go,1,dismissal,won't fix,"internal/findings/findings.go: accepted file length debt. The file owns finding identity, exact-span normalization, prepared redaction/line indexes, provenance bounds and deduplication. These responsibilities share the source-location and span contract; classification policy is already separated. Keep normalization and public/raw conversion together so changes can be checked against the same redaction invariant. Existing tests cover adjacent/overlapping secrets, distinct provenance and prepared-index behavior.",internal/findings/findings.go:DetailedNormalizer.NormalizeWithRaw; internal/findings/findings.go:DetailedNormalizer.contextSnippet; internal/findings/findings.go:DeduplicateDetailed; internal/findings/findings_test.go:TestNormalizeDetailedWithMatchesRedactsAdjacentSecrets; internal/findings/findings_test.go:TestDeduplicateDetailedPreservesDistinctSourceLocations
https://github.com/Brumbelow/layerleak/security/code-scanning/1328,Lizard_nloc-medium,internal/storage/storage.go,289,dismissal,won't fix,"validateScanRecord: accepted function length debt. This pre-transaction validator keeps the required identifiers, JSON/timestamp checks, nonnegative counters, tag/manifest statuses and finding keys in one inspectable schema contract. Counter validation is already table-driven. Further extraction would scatter the conditions SaveScan must reject before BeginTx. TestValidateScanRecord includes malformed JSON, invalid statuses, a negative counter and missing fingerprint.",internal/storage/storage.go:validateScanRecord; internal/storage/postgres.go:PostgresStore.SaveScan; internal/storage/storage_test.go:TestValidateScanRecord
https://github.com/Brumbelow/layerleak/security/code-scanning/1329,Lizard_file-nloc-medium,internal/layers/state_test.go,1,dismissal,won't fix,"Accepting the replay suite's file size. Named tests cover lower-layer deletion, whiteout order, file/directory transitions, classification, per-layer limits and transactional aggregate limits. For example, whiteout-first/last cases preserve the new upper-layer file, and failed-layer tests retain only the completed lower layer. Shared gzip/zstd and replay fixtures keep these related state-transition scenarios together.",internal/layers/state_test.go:TestReplayWhiteoutsOnlyRemoveLowerLayerEntries; internal/layers/state_test.go:TestReplayRollsBackFailedLayer; internal/layers/state_test.go:TestReplayEnforcesAggregateLimitsTransactionally
https://github.com/Brumbelow/layerleak/security/code-scanning/1330,Lizard_file-nloc-medium,internal/detectors/detectors_test.go,1,dismissal,won't fix,"Accepting the detector suite's file size. It contains the positive detector catalog plus distinct negative/context tests: wrong paths for file-specific rules, placeholder suppression, paired versus unpaired AWS credentials, overlapping GitHub-rule deduplication, and malformed token shapes. The separate tests and shared match lookup already give useful boundaries; splitting files for NLOC alone would not improve those checks.",internal/detectors/detectors_test.go:TestDefaultSetScan; internal/detectors/detectors_test.go:TestFileSpecificDetectorsRequireExpectedPath; internal/detectors/detectors_test.go:TestAWSSharedCredentialsDetectorPromotesPairedProfile; internal/detectors/detectors_test.go:TestSelfIdentifyingTokenRulesRequireExactShapes
https://github.com/Brumbelow/layerleak/security/code-scanning/1331,Lizard_nloc-medium,internal/detectors/detectors_test.go,8,dismissal,won't fix,"Accepting the length of the Default().Scan positive-case table. Named entries pair content plus required Path/Key context with the expected detector, including .npmrc/.netrc credentials, contextual service tokens and self-identifying prefixes. One common runner checks that the named detector is present. Keeping this catalog contiguous makes additions and missing detector coverage easy to compare.",internal/detectors/detectors_test.go:TestDefaultSetScan
https://github.com/Brumbelow/layerleak/security/code-scanning/1332,Lizard_file-nloc-medium,internal/storage/postgres.go,1,dismissal,won't fix,"internal/storage/postgres.go: accepted file length debt. The file groups the PostgreSQL write-side implementation and its normalization/upsert helpers, while reads and migrations already reside in separate files. Its SQL column lists account for substantial length. Keeping each query with its arguments and the single SaveScan transaction is reasonable; another file split would not simplify those persistence contracts. Existing history and occurrence tests exercise the mappings.",internal/storage/postgres.go:PostgresStore.SaveScan; internal/storage/postgres.go:insertScanRun; internal/storage/storage_integration_test.go:TestPostgresStoreSaveScanPersistsScanRunHistory; internal/storage/helpers_test.go:TestUpsertFindingOccurrenceSQLArity
https://github.com/Brumbelow/layerleak/security/code-scanning/1333,Lizard_nloc-medium,internal/storage/postgres.go,145,dismissal,won't fix,"PostgresStore.SaveScan: accepted function length debt. Validation, transaction lifetime, purge/repository advisory locks, repository/manifest/tag/finding writes and scan-run insertion intentionally precede a single Commit with deferred Rollback. The individual upserts are already helpers. Retain this orchestration to keep atomic write ordering visible. Existing persistence integration tests cover scan history, provenance and raw retention; this disposition does not claim new database execution.",internal/storage/postgres.go:PostgresStore.SaveScan; internal/storage/storage_integration_test.go:TestPostgresStoreSaveScanPersistsScanRunHistory; internal/storage/storage_integration_test.go:TestPostgresStoreSaveScanUpsertsAndRetainsProvenance
https://github.com/Brumbelow/layerleak/security/code-scanning/1334,Lizard_nloc-medium,internal/storage/postgres.go,480,dismissal,won't fix,"insertScanRun: accepted function length debt. The length is predominantly the 23-column INSERT and its ordered arguments. Keeping column names, placeholders, argument order and RETURNING scan ID in one routine makes the persistence mapping reviewable; splitting it would separate the positional contract. Existing TestPostgresStoreSaveScanPersistsScanRunHistory exercises the inserted status, error and redacted snapshot in the integration suite.",internal/storage/postgres.go:insertScanRun; internal/storage/postgres.go:PostgresStore.SaveScan; internal/storage/storage_integration_test.go:TestPostgresStoreSaveScanPersistsScanRunHistory
https://github.com/Brumbelow/layerleak/security/code-scanning/1335,Lizard_file-nloc-medium,internal/jobs/scan_test.go,1,dismissal,won't fix,"Accepting this file's size as repository-scan test organization. Separate tests cover paginated digest grouping, all-target failure, target/config/layer limits, fatal tag-resolution errors, finding-count stops and raw-byte budgets, sharing descriptor/manifest/response fixtures. Each test names its own contract; a file split would relocate the same scenarios and helpers without resolving an observed defect.",internal/jobs/scan_test.go:TestScanRepositoryEnumeratesTagsAndDeduplicatesDigests; internal/jobs/scan_test.go:TestScanRepositoryAppliesMaxFindingsAcrossTargets; internal/jobs/scan_test.go:TestScanRepositoryAppliesRawFindingByteLimitAcrossTargets
https://github.com/Brumbelow/layerleak/security/code-scanning/1336,Lizard_nloc-medium,internal/jobs/scan_test.go,21,dismissal,won't fix,"Accepting the test length for this repository enumeration scenario. Two tag pages yield three tags, two tags share one manifest digest, and assertions check three resolutions, two completed targets, sorted tag groups, findings, cleared raw fields and final progress. The mock endpoint mapping is intentionally visible beside the expected grouping.",internal/jobs/scan_test.go:TestScanRepositoryEnumeratesTagsAndDeduplicatesDigests
